N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,region,label
75.54,32.06,73.07,31.81,55.77,6.92,370.11,Red,Rabi,Bengaluru Urban,South Karnataka,guava
55.42,26.81,61.66,21.85,61.07,6.08,437.14,Red,Rabi,Bengaluru Urban,South Karnataka,guava
73.35,28.81,52.09,23.11,53.89,5.12,361.64,Red,Rabi,Bengaluru Urban,South Karnataka,guava
50.81,39.33,62.31,24.17,61.61,5.28,379.93,Red,Rabi,Bengaluru Urban,South Karnataka,guava
65.05,29.78,56.07,31.93,67.61,6.25,402.49,Red,Rabi,Bengaluru Urban,South Karnataka,guava
64.83,24.03,55.81,20.47,59.51,6.09,340.99,Red,Rabi,Bengaluru Urban,South Karnataka,guava
78.56,38.19,68.89,26.4,67.4,5.26,442.29,Red,Rabi,Bengaluru Urban,South Karnataka,guava
44.99,35.88,51.03,30.53,68.88,5.3,383.28,Red,Rabi,Bengaluru Urban,South Karnataka,guava
79.24,29.67,74.54,27.06,57.51,5.57,336.58,Red,Rabi,Bengaluru Urban,South Karnataka,guava
70.47,27.73,60.45,25.91,61.55,6.73,476.53,Red,Rabi,Bengaluru Urban,South Karnataka,guava
56.3,36.55,70.58,26.88,69.12,5.4,319.67,Red,Rabi,Bengaluru Urban,South Karnataka,guava
74.16,28.78,73.88,30.72,51.25,6.77,380.7,Red,Rabi,Bengaluru Urban,South Karnataka,guava
60.42,32.53,77.06,20.23,59.54,6.38,430.09,Red,Rabi,Bengaluru Urban,South Karnataka,guava
134.63,42.69,71.98,23.02,74.48,6.42,381.61,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
147.87,40.18,99.91,27.48,74.91,6.44,352.15,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
136.89,56.68,89.62,20.0,73.56,7.15,448.78,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
138.31,56.92,84.54,19.24,68.78,6.12,411.13,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
120.36,41.32,73.95,19.55,74.55,7.42,360.85,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
147.76,50.45,71.98,19.08,69.01,7.19,456.06,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
102.51,41.46,76.11,22.13,64.18,6.42,470.52,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
146.46,48.1,96.24,22.5,68.58,6.34,446.07,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
148.95,52.07,74.31,27.07,62.21,7.33,425.46,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
122.47,51.72,84.99,19.0,72.29,6.36,457.09,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
141.13,56.08,82.1,25.28,62.57,7.16,390.71,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
124.83,45.69,65.35,26.81,60.98,7.12,397.64,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
100.01,50.22,61.87,21.87,72.73,6.09,475.9,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
100.19,44.94,89.64,22.43,61.83,6.54,390.56,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
142.14,46.27,91.56,30.49,67.81,7.36,406.6,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
148.2,41.79,87.48,24.91,66.98,6.95,455.58,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
100.22,43.34,88.52,27.33,77.39,7.14,492.62,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
135.13,45.96,64.21,28.95,71.59,6.07,404.01,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
147.84,50.01,77.31,24.41,63.76,6.55,405.47,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
102.62,55.35,76.66,29.51,75.31,6.32,448.6,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
123.61,57.6,68.63,27.49,70.94,6.44,370.49,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
132.58,54.77,72.63,27.03,67.11,7.07,379.88,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
144.51,45.75,74.71,18.81,62.01,6.77,390.14,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
141.77,40.29,75.16,22.72,60.35,6.19,412.05,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
124.64,48.09,81.24,26.33,60.18,6.7,494.52,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
125.95,53.55,72.47,28.84,73.91,6.78,496.4,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
106.28,40.34,90.81,29.3,62.16,6.4,352.63,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
114.67,55.46,80.72,22.87,66.69,6.0,394.97,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
132.32,59.48,93.88,18.33,76.17,7.17,467.06,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
122.9,47.96,72.12,18.92,64.11,6.37,422.61,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
137.37,49.48,62.31,31.41,76.97,7.18,498.7,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
127.22,59.26,63.02,23.12,64.06,6.29,371.12,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
131.12,55.63,83.13,20.06,74.6,6.95,408.22,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
133.71,45.2,73.81,30.84,65.23,6.7,483.52,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
135.39,41.24,65.89,18.11,71.36,6.67,370.14,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
147.9,50.59,69.68,25.01,72.23,6.11,391.21,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
140.35,49.19,81.86,24.06,60.79,6.25,416.83,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
110.46,41.0,93.75,31.74,74.28,7.28,386.3,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
148.03,43.94,98.06,31.93,72.81,7.47,435.43,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
112.98,48.74,83.74,19.02,71.2,7.47,378.52,Loamy,Kharif,Bengaluru Urban,South Karnataka,mulberry
71.7,38.16,38.87,34.4,69.39,7.92,463.6,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
46.47,29.54,34.37,23.71,71.53,6.83,374.4,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
62.6,35.43,29.98,20.18,60.16,5.75,488.93,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
49.15,32.69,24.44,24.83,75.26,7.05,364.31,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
57.15,20.58,29.62,29.94,62.13,5.51,409.68,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
76.78,39.87,20.9,31.42,66.69,5.87,463.14,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
76.74,39.02,31.54,25.36,74.18,5.38,434.61,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
54.34,33.13,24.81,22.87,76.53,4.86,425.89,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
48.83,20.78,20.72,22.63,75.6,5.49,492.57,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
63.26,28.73,31.6,27.75,73.66,5.49,402.96,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
75.76,38.93,37.85,26.29,74.05,6.17,424.63,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
48.19,31.82,23.72,24.97,75.39,5.22,360.67,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
42.76,38.82,30.14,26.14,74.6,7.43,399.83,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
67.74,35.42,33.09,22.27,75.77,6.39,392.37,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
57.01,20.75,22.56,31.48,60.0,5.96,428.38,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
42.19,39.46,24.52,24.56,65.47,5.31,350.22,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
69.17,39.34,24.49,29.95,73.35,7.47,413.39,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
52.12,26.51,34.25,32.25,63.27,5.8,485.29,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
72.27,39.7,35.08,25.9,70.63,6.81,361.77,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
61.78,34.19,23.35,31.71,70.51,7.83,356.36,Red,Kharif,Bengaluru Rural,South Karnataka,ragi
90.61,64.06,71.86,24.43,73.66,6.1,416.8,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
100.36,54.77,97.32,25.45,72.55,6.71,410.02,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
116.84,67.78,89.16,25.76,64.93,6.81,375.38,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
93.81,53.42,99.14,25.71,72.62,6.73,423.07,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
117.88,59.85,75.22,19.47,74.15,6.73,399.97,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
81.01,73.56,60.46,24.33,77.46,6.44,380.55,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
108.19,72.69,81.86,26.7,60.93,6.5,443.4,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
114.51,47.17,92.0,22.97,67.14,6.13,462.49,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
86.29,52.39,71.6,25.84,72.11,6.8,382.56,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
104.99,62.87,93.31,26.15,60.22,6.67,356.74,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
101.95,51.51,72.27,21.18,71.18,6.33,445.25,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
96.18,42.73,91.35,20.57,67.79,6.69,393.22,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
82.26,54.96,97.78,23.78,72.09,6.63,375.87,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
96.73,70.04,64.05,20.5,64.97,6.43,477.45,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
82.7,60.75,67.17,26.74,62.04,6.4,445.93,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
108.18,56.91,73.86,21.58,64.76,6.21,412.8,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
90.74,51.5,86.27,26.72,70.87,6.08,359.83,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
118.06,51.89,63.68,23.39,71.23,6.65,384.76,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
80.6,78.6,70.04,24.08,72.72,6.61,390.68,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
90.84,63.91,94.64,26.52,61.91,6.15,472.82,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
136.83,57.66,68.11,26.23,72.62,7.02,411.22,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
100.77,51.66,70.12,24.3,77.24,6.6,475.97,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
109.43,53.45,99.08,19.43,60.15,6.65,363.89,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
137.42,58.29,77.36,21.62,67.82,7.09,351.36,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
129.47,52.27,85.51,21.39,72.85,6.14,379.89,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
143.87,54.77,60.55,21.48,63.86,6.41,387.13,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
103.13,49.18,89.31,26.49,72.11,6.12,492.72,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
141.92,56.1,92.92,31.06,69.8,6.3,442.52,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
137.14,54.76,80.86,18.96,66.68,7.38,437.67,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
126.92,45.38,74.74,30.53,72.0,7.18,418.15,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
131.51,44.97,88.22,23.99,67.97,6.97,490.44,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
103.2,56.49,71.7,24.21,60.39,6.45,425.39,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
102.81,49.82,97.08,19.48,73.76,6.61,448.28,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
113.01,43.19,66.42,18.99,63.34,7.0,482.25,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
140.71,53.7,64.42,22.05,65.58,6.37,427.25,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
126.78,47.14,74.15,29.6,74.21,6.46,487.07,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
147.64,46.53,74.18,25.08,76.94,7.31,365.39,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
119.64,51.07,80.13,20.71,75.46,7.02,475.69,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
142.94,54.97,77.57,26.55,62.89,7.01,376.89,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
134.7,44.59,64.7,20.31,60.04,7.08,459.86,Red,Kharif,Bengaluru Rural,South Karnataka,mulberry
90.9,26.45,65.01,24.21,53.31,7.28,321.06,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
81.26,24.21,73.34,29.71,62.16,5.99,289.81,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
83.46,29.37,73.17,34.56,62.33,6.61,350.68,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
85.74,41.64,101.79,31.72,53.43,6.5,350.03,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
112.23,45.26,91.95,25.27,62.11,5.73,337.33,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
68.57,47.68,72.38,28.31,67.91,5.91,366.33,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
85.16,20.72,107.57,24.76,59.49,6.62,386.83,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
101.32,30.13,60.6,31.96,60.71,7.17,419.64,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
110.6,39.4,80.02,32.71,59.03,5.87,425.35,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
112.95,38.65,64.54,28.27,66.07,7.3,314.59,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
64.02,55.09,83.36,29.96,69.36,5.63,390.21,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
64.45,35.02,108.23,28.77,69.94,6.62,334.6,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
73.21,34.02,82.35,24.76,57.39,6.43,402.87,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
99.4,48.35,60.5,26.39,63.23,6.47,280.9,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
108.27,50.91,92.91,24.73,65.33,6.67,412.93,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
105.1,52.12,91.08,25.54,63.42,6.74,406.18,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
70.19,27.8,113.42,32.25,68.16,7.02,381.52,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
99.25,55.57,94.73,30.96,53.13,6.45,401.79,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
76.26,28.09,78.83,26.66,54.3,6.35,434.33,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
90.42,27.52,64.62,31.66,57.66,7.14,392.12,Loamy,Zaid,Bengaluru Rural,South Karnataka,mango
71.85,38.16,101.54,20.28,73.48,7.45,397.35,Black,Rabi,Vijayapura,North Karnataka,grapes
50.78,35.73,101.68,19.37,64.88,6.9,498.59,Black,Rabi,Vijayapura,North Karnataka,grapes
72.6,53.34,105.65,18.75,52.21,7.55,410.5,Black,Rabi,Vijayapura,North Karnataka,grapes
57.29,30.93,75.57,15.67,71.98,6.87,467.2,Black,Rabi,Vijayapura,North Karnataka,grapes
41.56,50.01,79.38,32.96,72.2,6.99,570.29,Black,Rabi,Vijayapura,North Karnataka,grapes
79.85,54.76,110.69,19.98,64.42,6.6,328.48,Black,Rabi,Vijayapura,North Karnataka,grapes
79.96,39.8,104.89,31.13,71.45,8.0,372.45,Black,Rabi,Vijayapura,North Karnataka,grapes
41.61,42.34,67.8,15.45,59.01,7.68,469.85,Black,Rabi,Vijayapura,North Karnataka,grapes
52.51,49.63,73.92,15.29,69.11,7.44,528.69,Black,Rabi,Vijayapura,North Karnataka,grapes
41.56,55.11,97.17,26.27,65.62,7.8,476.08,Black,Rabi,Vijayapura,North Karnataka,grapes
63.24,59.72,105.4,23.85,67.68,7.08,368.66,Black,Rabi,Vijayapura,North Karnataka,grapes
63.87,57.85,115.75,21.84,63.19,6.82,598.69,Black,Rabi,Vijayapura,North Karnataka,grapes
79.24,49.49,108.26,29.3,64.83,6.58,436.43,Black,Rabi,Vijayapura,North Karnataka,grapes
66.99,50.33,82.39,33.83,54.18,7.25,507.27,Black,Rabi,Vijayapura,North Karnataka,grapes
67.89,49.46,76.52,18.12,65.9,7.4,353.81,Black,Rabi,Vijayapura,North Karnataka,grapes
68.21,43.66,100.07,31.75,54.24,6.53,533.73,Black,Rabi,Vijayapura,North Karnataka,grapes
64.39,50.99,110.29,31.06,74.02,7.3,446.55,Black,Rabi,Vijayapura,North Karnataka,grapes
56.08,34.61,94.36,20.54,73.03,7.37,477.85,Black,Rabi,Vijayapura,North Karnataka,grapes
54.2,31.56,61.9,23.47,52.11,7.41,564.29,Black,Rabi,Vijayapura,North Karnataka,grapes
75.32,49.77,72.67,32.26,72.15,6.79,521.23,Black,Rabi,Vijayapura,North Karnataka,grapes
51.46,54.08,119.83,15.6,72.43,7.43,592.01,Black,Rabi,Vijayapura,North Karnataka,grapes
58.6,55.42,63.74,21.71,51.68,7.96,545.09,Black,Rabi,Vijayapura,North Karnataka,grapes
74.1,58.14,65.11,22.71,51.78,6.82,368.81,Black,Rabi,Vijayapura,North Karnataka,grapes
58.76,38.06,66.06,18.35,53.68,7.96,527.79,Black,Rabi,Vijayapura,North Karnataka,grapes
78.71,43.19,76.7,30.97,58.16,6.95,369.75,Black,Rabi,Vijayapura,North Karnataka,grapes
45.19,37.69,81.32,28.48,51.56,6.82,542.71,Black,Rabi,Vijayapura,North Karnataka,grapes
45.88,40.28,111.88,18.1,52.07,7.23,390.73,Black,Rabi,Vijayapura,North Karnataka,grapes
62.54,54.11,68.23,26.61,62.64,6.72,487.2,Black,Rabi,Vijayapura,North Karnataka,grapes
50.95,44.64,64.94,24.19,57.66,7.73,317.09,Black,Rabi,Vijayapura,North Karnataka,grapes
56.74,43.75,103.5,26.49,66.68,7.67,558.66,Black,Rabi,Vijayapura,North Karnataka,grapes
52.56,46.14,110.41,34.79,72.24,7.06,358.55,Black,Rabi,Vijayapura,North Karnataka,grapes
59.58,52.25,89.55,24.66,70.96,7.04,557.94,Black,Rabi,Vijayapura,North Karnataka,grapes
56.27,39.85,87.24,30.25,53.15,6.79,585.43,Black,Rabi,Vijayapura,North Karnataka,grapes
47.02,47.03,94.76,24.79,66.12,6.84,465.8,Black,Rabi,Vijayapura,North Karnataka,grapes
54.89,49.85,68.47,26.42,54.63,6.92,365.61,Black,Rabi,Vijayapura,North Karnataka,grapes
47.31,54.77,77.14,33.54,74.25,7.36,342.9,Black,Rabi,Vijayapura,North Karnataka,grapes
54.98,53.93,82.04,16.74,63.92,7.77,538.78,Black,Rabi,Vijayapura,North Karnataka,grapes
47.0,50.18,73.23,19.36,71.85,6.87,378.97,Black,Rabi,Vijayapura,North Karnataka,grapes
40.03,56.12,107.56,27.55,68.76,6.73,437.5,Black,Rabi,Vijayapura,North Karnataka,grapes
54.05,32.81,89.17,33.41,51.0,6.94,362.26,Black,Rabi,Vijayapura,North Karnataka,grapes
49.53,57.25,88.08,24.33,69.01,6.73,446.18,Black,Rabi,Vijayapura,North Karnataka,grapes
57.2,47.91,119.97,30.39,59.95,7.74,351.21,Black,Rabi,Vijayapura,North Karnataka,grapes
41.22,36.13,80.42,25.21,65.38,7.87,452.96,Black,Rabi,Vijayapura,North Karnataka,grapes
60.05,31.51,62.09,26.02,60.95,7.76,348.2,Black,Rabi,Vijayapura,North Karnataka,grapes
41.0,43.47,74.25,15.99,68.11,6.67,482.5,Black,Rabi,Vijayapura,North Karnataka,grapes
51.24,35.2,82.79,31.03,59.8,7.63,337.65,Black,Rabi,Vijayapura,North Karnataka,grapes
70.91,37.11,100.64,26.32,73.23,7.08,319.85,Black,Rabi,Vijayapura,North Karnataka,grapes
40.77,54.81,91.48,30.5,55.86,7.02,309.03,Black,Rabi,Vijayapura,North Karnataka,grapes
78.46,50.04,115.99,20.31,65.29,7.52,395.26,Black,Rabi,Vijayapura,North Karnataka,grapes
73.92,58.41,113.09,29.78,56.94,6.92,589.01,Black,Rabi,Vijayapura,North Karnataka,grapes
40.41,51.48,102.37,27.45,74.75,6.97,401.99,Black,Rabi,Vijayapura,North Karnataka,grapes
43.16,43.28,75.66,21.87,70.86,7.9,355.72,Black,Rabi,Vijayapura,North Karnataka,grapes
54.9,57.86,63.71,16.85,54.07,7.39,345.14,Black,Rabi,Vijayapura,North Karnataka,grapes
78.72,43.4,90.09,19.93,61.77,7.49,525.35,Black,Rabi,Vijayapura,North Karnataka,grapes
70.15,47.34,114.26,31.35,68.93,6.58,302.06,Black,Rabi,Vijayapura,North Karnataka,grapes
48.5,49.91,84.67,23.05,72.11,7.84,572.75,Black,Rabi,Vijayapura,North Karnataka,grapes
52.56,50.73,76.3,18.81,54.62,7.01,428.99,Black,Rabi,Vijayapura,North Karnataka,grapes
73.24,33.6,104.1,25.63,57.2,7.24,389.98,Black,Rabi,Vijayapura,North Karnataka,grapes
63.84,43.02,69.86,17.33,63.67,7.85,403.19,Black,Rabi,Vijayapura,North Karnataka,grapes
69.32,49.76,115.89,31.42,64.17,7.49,569.52,Black,Rabi,Vijayapura,North Karnataka,grapes
55.98,39.8,60.65,31.53,70.02,6.66,473.06,Black,Rabi,Vijayapura,North Karnataka,grapes
58.56,33.56,118.83,19.29,51.68,7.39,521.66,Black,Rabi,Vijayapura,North Karnataka,grapes
41.3,49.76,91.94,17.07,54.31,7.35,388.91,Black,Rabi,Vijayapura,North Karnataka,grapes
77.53,54.56,119.01,20.19,74.24,7.15,404.26,Black,Rabi,Vijayapura,North Karnataka,grapes
42.01,31.58,101.52,24.16,55.66,7.42,375.86,Black,Rabi,Vijayapura,North Karnataka,grapes
63.11,40.78,109.41,31.41,61.93,7.03,408.77,Black,Rabi,Vijayapura,North Karnataka,grapes
72.23,39.85,72.54,16.69,61.67,7.22,552.27,Black,Rabi,Vijayapura,North Karnataka,grapes
48.85,41.43,108.5,31.47,59.62,7.19,390.99,Black,Rabi,Vijayapura,North Karnataka,grapes
77.3,33.56,116.02,28.68,63.29,6.55,442.68,Black,Rabi,Vijayapura,North Karnataka,grapes
56.31,34.84,99.38,34.42,64.05,7.57,320.54,Black,Rabi,Vijayapura,North Karnataka,grapes
56.71,33.49,96.77,33.77,66.54,6.62,406.4,Black,Rabi,Bagalkote,North Karnataka,grapes
62.03,42.1,110.02,31.29,65.3,7.06,376.6,Black,Rabi,Bagalkote,North Karnataka,grapes
44.23,40.65,84.79,28.52,66.45,6.61,418.58,Black,Rabi,Bagalkote,North Karnataka,grapes
47.27,34.7,109.64,15.84,60.48,6.75,563.8,Black,Rabi,Bagalkote,North Karnataka,grapes
62.28,36.94,90.15,29.63,73.95,6.83,565.85,Black,Rabi,Bagalkote,North Karnataka,grapes
77.37,57.49,98.12,27.6,60.08,7.63,459.39,Black,Rabi,Bagalkote,North Karnataka,grapes
67.1,42.85,103.89,31.49,53.66,7.75,462.09,Black,Rabi,Bagalkote,North Karnataka,grapes
73.79,42.94,82.74,33.3,56.28,7.77,445.21,Black,Rabi,Bagalkote,North Karnataka,grapes
60.56,39.25,94.38,21.5,50.98,6.91,301.91,Black,Rabi,Bagalkote,North Karnataka,grapes
79.13,58.97,83.71,29.57,58.65,7.51,541.63,Black,Rabi,Bagalkote,North Karnataka,grapes
77.87,42.01,107.0,20.32,74.76,6.54,481.06,Black,Rabi,Bagalkote,North Karnataka,grapes
66.38,50.64,67.22,33.77,54.53,7.43,366.8,Black,Rabi,Bagalkote,North Karnataka,grapes
52.29,46.39,85.03,18.2,54.27,7.13,527.18,Black,Rabi,Bagalkote,North Karnataka,grapes
75.92,32.52,83.59,17.0,50.41,7.49,480.73,Black,Rabi,Bagalkote,North Karnataka,grapes
46.52,37.01,61.42,31.7,74.37,6.7,369.44,Black,Rabi,Bagalkote,North Karnataka,grapes
74.74,57.79,85.18,16.01,50.98,7.36,417.87,Black,Rabi,Bagalkote,North Karnataka,grapes
41.15,47.5,60.68,30.75,57.66,6.56,476.51,Black,Rabi,Bagalkote,North Karnataka,grapes
55.91,59.21,92.65,20.5,67.74,6.91,571.27,Black,Rabi,Bagalkote,North Karnataka,grapes
54.99,46.5,63.03,23.52,70.81,7.71,367.3,Black,Rabi,Bagalkote,North Karnataka,grapes
49.04,54.52,115.82,16.91,61.25,7.01,561.21,Black,Rabi,Bagalkote,North Karnataka,grapes
43.34,36.33,105.15,16.03,62.31,7.16,400.32,Black,Rabi,Bagalkote,North Karnataka,grapes
55.78,45.9,69.68,26.44,70.14,7.64,346.17,Black,Rabi,Bagalkote,North Karnataka,grapes
45.97,38.05,81.66,23.17,66.99,6.59,310.4,Black,Rabi,Bagalkote,North Karnataka,grapes
55.68,50.91,71.61,27.83,56.5,7.83,568.71,Black,Rabi,Bagalkote,North Karnataka,grapes
51.89,36.9,84.68,19.81,66.81,7.74,501.93,Black,Rabi,Bagalkote,North Karnataka,grapes
72.97,41.91,69.38,29.76,59.01,7.51,381.19,Black,Rabi,Bagalkote,North Karnataka,grapes
43.25,59.78,69.37,34.77,74.43,7.69,497.83,Black,Rabi,Bagalkote,North Karnataka,grapes
63.11,55.98,77.37,24.35,65.48,7.12,428.25,Black,Rabi,Bagalkote,North Karnataka,grapes
53.21,46.93,111.03,19.03,73.36,7.53,546.98,Black,Rabi,Bagalkote,North Karnataka,grapes
62.25,53.39,60.97,31.37,51.0,7.83,597.59,Black,Rabi,Bagalkote,North Karnataka,grapes
51.76,36.31,105.92,20.06,71.64,6.65,337.79,Black,Rabi,Bagalkote,North Karnataka,grapes
79.17,50.22,110.81,21.49,66.91,7.39,480.95,Black,Rabi,Bagalkote,North Karnataka,grapes
67.3,47.26,85.74,20.52,69.21,6.84,507.71,Black,Rabi,Bagalkote,North Karnataka,grapes
49.33,48.76,104.82,19.37,51.5,6.7,481.8,Black,Rabi,Bagalkote,North Karnataka,grapes
73.98,31.35,104.05,21.83,61.96,7.89,399.59,Black,Rabi,Bagalkote,North Karnataka,grapes
58.61,30.41,64.9,20.17,50.7,7.45,427.92,Black,Rabi,Bagalkote,North Karnataka,grapes
61.93,35.24,77.76,28.28,74.13,6.58,567.12,Black,Rabi,Bagalkote,North Karnataka,grapes
63.08,46.92,90.02,16.39,52.25,7.4,402.29,Black,Rabi,Bagalkote,North Karnataka,grapes
76.69,42.2,68.6,29.29,57.33,7.29,509.35,Black,Rabi,Bagalkote,North Karnataka,grapes
76.01,53.77,100.58,28.59,73.65,6.94,300.33,Black,Rabi,Bagalkote,North Karnataka,grapes
50.88,36.54,99.71,27.67,64.84,6.52,518.63,Black,Rabi,Bagalkote,North Karnataka,grapes
52.94,49.95,93.39,21.85,53.36,6.64,549.46,Black,Rabi,Bagalkote,North Karnataka,grapes
76.74,49.49,66.21,23.04,68.22,7.67,335.47,Black,Rabi,Bagalkote,North Karnataka,grapes
40.0,51.36,81.4,20.09,50.32,7.31,555.35,Black,Rabi,Bagalkote,North Karnataka,grapes
